Date,Latitude,Longitude,WS2M,T2M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,FIRE
20080312,-124.3158272,43.015233768147695,1.57,7.48,9.92,5.06,6.3,92.25,100.03,27.84,7.46,6.13,0
20200113,-122.6575094,47.18670521945747,0.2,-1.06,0.16,-1.95,-1.59,97.35,96.85,24.25,2.4,2.23,0
19911025,-67.85980226,47.46050508022487,0.05,11.03,17.1,6.78,10.01,93.82,98.73,26.84,9.37,5.53,0
20230929,-118.2014943,45.84435749,0.67,8.12,11.73,5.77,5.65,84.76,90.9,28.45,6.14,5.14,0
20220414,-116.1894519,26.119999976706325,7.2,17.09,17.48,16.63,12.65,75.01,101.51,25.82,28.45,5.31,0
20040217,-97.21684962,46.54042998288931,3.01,-4.96,0.63,-11.43,-6.15,93.5,98.32,22.44,6.43,5.63,0
20200824,-101.2109129,25.896115848902003,2.94,23.63,29.56,18.6,14.38,59.29,88.37,31.01,23.17,7.35,0
19931204,-118.557759,48.872155077570824,0.2,-3.59,0.06,-12.94,-4.03,98.16,87.54,22.67,3.46,2.2,0
20230327,-83.59737023,36.450197509349785,0.32,13.69,19.87,7.13,9.98,80.49,96.57,26.24,21.46,5.69,0
20190919,-78.59095065,37.08600703830653,0.32,17.93,26.04,11.85,9.44,63.64,100.55,28.69,19.2,5.83,0
20210419,-121.8581478,46.71765325249087,0.29,8.46,16.06,1.05,1.54,66.08,90.98,21.46,25.1,5.69,0
20021224,-71.16475956,49.229776961981365,0.47,-12.98,-11.58,-14.97,-13.45,99.81,95.64,19.37,2.76,1.75,0
19910420,-96.72799284,49.08862205446449,3.24,5.41,13.97,-3.14,-4.82,53.16,99.24,24.36,23.99,4.61,0
20100912,-90.04889426,49.41205978,0.2,10.84,15.23,7.63,6.53,76.62,95.07,28.74,11.69,8.28,0
19921219,-102.5080227,44.133742676467634,1.54,-10,-2.11,-14.96,-13.95,75.58,92.02,21.66,5.79,3.96,0
20041225,-68.43506762,32.40402813611076,7.22,21.1,21.34,20.75,19.72,91.67,101.46,33.22,3.48,3.07,0
20230429,-81.77635491,43.456984405512664,4.14,8.49,10.77,7.19,6.92,89.99,97.84,29.51,5.91,4.87,0
20000601,-71.75684703,39.4195252,3.46,15.01,16.55,13.42,13.71,91.92,101.8,31.88,24.37,17.24,0
20230809,-117.6730091,30.01443435629614,2.4,20.53,20.68,20.43,19.86,95.76,101.44,33.54,22.9,10.98,0
20060820,-77.1541948,45.72899425066633,0.15,16.25,18.33,12.99,14.88,91.67,98.43,32.01,5.28,4.25,0
19900820,-101.8478616,38.36005809820191,3.39,26.01,34.67,17.93,14.54,54.45,89.12,33.76,24.72,13.82,0
19990103,-119.224252,37.880036806587455,0.97,-1.26,8.18,-9.67,-13.66,40.34,75.34,21.93,10.96,2.04,0
19900609,-97.3577446,25.809523475368856,3.64,29.97,35.25,26.26,21.07,61.01,101.37,35.66,20.28,12.06,0
19931021,-123.5655371,36.25705140167378,4.41,15.51,15.82,15.19,14.31,92.42,102,30.81,11.83,10.53,0
20240521,-104.3077889,38.66083742143361,3,14.68,22.1,7.13,1.59,46.02,82.75,26.75,25.7,8.65,0
20090713,-70.41640884,42.07861394459393,2.25,18.59,21.8,15.33,14.06,76.44,100.95,29.01,26.15,6.84,0
19961205,-84.1749114,33.92528131107359,1.55,5.95,10.65,2.63,4.66,91.1,97.88,26.78,3.71,3.69,0
20240703,-83.57439284,28.319919693861813,1.95,29.31,29.74,28.9,25.39,79.4,101.74,37.02,27.39,6.61,0
20191227,-76.95208849,49.527342973987444,0.8,-2.7,-0.08,-6.22,-3.06,99.22,97.29,24.66,1.93,1.73,0
19960905,-66.70405016,34.39523857873588,5.47,26.18,26.57,25.78,23.15,83.34,101.92,34.7,21.51,9.92,0
20170817,-120.6398395,43.94382661182725,2.28,17.98,27.43,10.05,5.98,52.2,87.41,26.31,27.29,2.64,0
19870306,-125.3603264,37.39554948465408,2.59,12.55,12.77,12.14,7.11,69.43,102,-999,14.25,9.07,0
20140211,-115.1133808,41.59303739896406,2.3,-3.07,2.12,-7.78,-5.92,82.65,80.85,21.92,9.74,7.26,0
20241113,-84.14325668,30.52753750494201,0.36,22.79,28.11,19.19,17.62,74.07,101.28,32.65,7.31,-999,0
20140225,-100.3588774,26.70352931697839,1.11,21.59,29.73,16.27,16.05,75,93.6,32.78,14.22,10.46,0
20060611,-124.2964264,30.247369027092667,3.4,16.72,17,15.82,12.97,78.46,101.32,31.71,19.42,11.54,0
19960419,-66.91522837,29.176927490064497,7.34,19.97,20.41,19.47,14.97,72.9,102.22,30.67,24.96,8.84,0
20210708,-122.3313581,26.87814965591444,5.58,17.83,18.07,17.63,15.87,88.17,101.42,34.6,13.25,10.41,0
19920518,-87.69901492,39.15277213606403,2.35,19.54,23.62,15.08,17.13,86.66,100.46,32.01,16.7,14.42,0
19880204,-113.3699174,35.161456477233195,5.61,1.42,10.31,-3.3,-8.26,50.27,85.19,21.02,15.85,5.92,0
20210930,-110.9081412,40.05754753369166,2.19,7.19,13.16,1.66,0.14,64.07,78.34,23.87,14.52,8.8,0
19900918,-115.3767089,47.93126785,0.47,14.2,22.58,6.41,2.51,48.73,87.64,23.26,18.88,5.1,0
20050704,-103.6219101,37.73124416915901,2.75,25.87,34.98,16.56,6.47,34.31,84.37,31.5,27.55,5.38,0
19950901,-118.4538581,28.70375818022484,6.52,19.6,19.79,19.37,17.59,88,101.07,32.26,24.85,4.11,0
20200912,-76.90124395,43.70227380607681,4.19,19.26,23.01,14.98,13.72,70.86,101.13,30.72,18.17,8.76,0
20171019,-86.83521307,44.44867097132623,6.04,14.94,16.43,13.01,8.17,64.3,99.66,25.75,12.94,5.66,0
20000824,-66.61076771,27.44292000230859,3.05,27.41,27.7,27.09,23.37,78.61,102.06,34.93,25.3,3.88,0
19880307,-94.25022691,26.353754486956273,5.72,20.43,21.06,19.92,17.6,83.76,101.8,31.58,13.28,12.98,0
20100220,-83.83155997,33.039741725559864,0.33,8.14,16.55,-2.58,0.04,61.97,100.14,21.44,18.61,3.19,0
20170815,-114.4846779,27.174944725480717,4.17,24.09,27.21,21.86,18.22,71.02,100.69,32.73,27.16,5.7,0
19880103,-125.2914631,47.53122658544483,9.62,5.77,6.38,5.28,0.09,66.86,101.74,28.72,1.63,1.81,0
19880920,-121.6573329,42.972312615765055,0.1,5.69,13.48,0.79,-0.43,69.49,83.54,27.26,11.66,12.17,0
19940314,-115.0643598,37.60980096061887,2,11.79,22.39,1.08,-6.31,30.53,85.4,22.22,20.32,7.61,0
19870525,-120.0867431,43.50407880383064,4.65,7.96,13.91,2.95,3.02,73.06,84.82,26.96,11.25,11.76,0
19960721,-77.83479578,32.6434059,5.77,27.74,28.13,27.39,25.85,89.32,101.38,37.61,21.37,21.22,0
20030916,-70.79109512,38.77620309798263,3.01,23.93,24.7,23,22.65,92.47,101.74,36.1,11.72,9.07,0
20031106,-122.7963675,47.33683592153072,0.74,1.39,9.12,-3.32,-3.89,70.25,101.07,18.73,10.08,1.36,0
20070228,-110.2615097,47.84954266391571,0.98,-3.51,0.41,-5.89,-7.31,76.73,89.23,22.07,12.41,4.96,0
20070929,-99.7722579,40.241613658592854,7.92,24.32,29.2,20.5,16.72,63.58,92.58,33.49,12.99,10.48,0
19841207,-106.6114485,48.03456106315174,6.11,1.55,5.45,-1.27,-4.34,65.06,92.53,22.01,1.99,2.87,0
19881026,-79.13617709,25.91742293482123,4.35,25.83,26.3,25.47,19.51,68.18,101.52,33.84,17.22,9.56,0
20190725,-124.5359357,33.07461749796717,6.81,18.18,18.51,17.94,16.07,87.39,101.8,34.11,16.74,13.58,0
20191020,-113.2081374,33.11096348778642,1.57,23.1,31.49,16.82,-5.38,14.69,98.22,26.71,18.68,2.25,0
20130904,-112.809318,49.61458049914947,1.04,22.69,30.28,15.38,12.46,55.64,90.61,31.73,19.17,5.87,0
20090422,-78.87612648,37.07134826409708,0.59,10.12,14.34,6.35,3.97,68.59,99.19,25.88,20.45,10.58,0
19970107,-73.59856634,48.30138930287029,0.97,-18.28,-14.16,-19.6,-18.5,99.19,93.67,16.53,4.51,2.13,0
20020312,-116.5469308,46.71619097730447,1.44,1.42,4.38,-1.93,-1.12,84.52,91.02,24.69,10.66,6.72,0
19970424,-74.83819201,25.04674211521194,5.11,24.55,25.13,24.01,21.3,82.57,101.12,35.06,22.54,13.94,0
20220525,-97.49832286,41.03134431774308,6.2,10.18,12.63,8.11,7.94,86.17,95.26,28.75,5.49,4.4,0
20090821,-76.51604111,40.335963122131034,0.24,24.81,28.8,21.15,22.62,88.59,98.54,36.42,10.73,7.38,0
19841125,-93.39868407,44.72598720824802,4.55,2.26,4.04,0.64,1.39,93.96,97.15,26.33,2.82,3.95,0
19900628,-121.5772783,36.907521907478596,1.5,17.41,25.99,11.37,11.34,72.58,98.72,25.83,31.07,5.26,0
20130307,-121.0781003,40.76760686,1.22,-1.27,4.16,-6.84,-4.97,78.8,85.57,21.44,14.52,9.37,0
20131202,-123.4813752,43.12808523496404,0.12,4.75,9.38,0.19,4.28,96.65,96.29,26.44,3.17,2.26,0
20210820,-98.38627268,28.35169829673113,2.94,28.59,33.32,25.08,24.45,80.06,100.15,36.19,24.95,7.4,0
20131223,-107.846975,42.489222074395315,5.5,-5.14,0.91,-13,-7.19,87.48,79.64,21.32,4.82,3.04,0
20200530,-99.44785338,32.64116502545674,2.24,24.28,31.01,17.9,13.89,54.65,96.11,30.13,30.77,3.59,0
20170828,-109.4560838,47.48561081577497,2.11,24.01,33.02,14.75,4.53,31.29,89.55,29.7,21.2,7.13,0
20171225,-88.94604057,29.37658346671654,7.65,13.26,15.15,11.9,8.52,73.24,102.71,26.62,13.87,2.88,0
19850915,-95.39253009,30.855523610572817,1.58,24.29,29.09,20.99,18.51,71.65,101.06,35.95,15.68,15.12,0
19951206,-88.07312164,38.28326539961962,2.1,-1.16,4.05,-5.22,-7.04,66.51,100.96,23.71,6.57,4.92,0
20151210,-98.31463682,29.21743299797043,2.11,17.37,24.85,12.11,15.21,84.71,99.63,28.82,11.27,6.78,0
19870617,-87.8390234,27.704518277673234,2.98,27.46,27.58,27.34,24.37,83.17,101.67,-999,23.12,14.62,0
20120219,-122.9177139,43.90653743801603,0.06,2.69,6.63,-0.37,0.34,86.21,97.75,22.17,11.43,7.13,0
20191021,-98.78664607,26.77629044023096,3.15,26.99,33.93,18.76,18.08,62.03,99.28,36.05,12.64,8.14,0
20180610,-106.8200489,30.113184305907687,2.42,24.86,31.9,17.17,9.72,40.97,84.2,33.45,24.15,12.71,0
20000124,-111.696446,37.213312669585655,1.78,5.09,11.3,0.71,-3.74,53.98,83.21,24.4,7.94,6.84,0
19930228,-96.21387521,39.33928791396538,2.66,0.64,9.06,-6.48,-0.8,88.73,97.81,20.46,18.32,2.5,0
20021017,-105.7059131,30.130902460493683,1.68,18.89,24.92,14.49,8.61,52.57,86.03,29.8,14.04,10.36,0
20100114,-70.76763738,37.725779175188705,5.3,11.76,14.25,10.11,7.15,73.79,102.41,27.7,8.9,4.78,0
19851027,-90.10223066,30.428807746981672,0.38,19.1,21.91,16.12,18.43,95.78,100.23,31.74,2.36,1.02,0
19920320,-84.25338765,42.22969588511575,3.25,-1.28,2.82,-4.78,-4.22,81.83,97.84,21.48,16.15,7.85,0
19930718,-72.35223732,30.705913723979254,2.55,26.92,27.35,26.47,21.75,73.34,101.85,35.21,26.43,6.57,0
20160820,-71.0225789,32.38454150879281,5.55,28.02,28.44,27.65,24.08,79.08,101.38,37.16,12.78,10.58,0
20230920,-95.65807354,43.66475745456529,3.23,22.17,28.66,16.51,16.08,70.97,95.96,30.25,18.82,4.24,0
20060623,-73.33869129,47.779683665437844,0.18,12.7,17.92,7.87,5.46,64.34,97.06,26.09,30.86,5.03,0
20050128,-78.40815925,44.68880926587857,0.83,-16.71,-9.41,-22.29,-17.22,94.95,100.78,16.54,10.38,2.06,0
20160305,-91.15184222,41.00516498754617,3.55,2.24,8.74,-2.69,-0.4,83.68,99.67,24.1,10.29,6.25,0
19841202,-96.27894858,42.04564697120512,5.97,-4.31,-2.15,-7.25,-8.35,74.51,97.43,20.64,6.36,4.1,0
20041230,-85.40956706,28.96538127935397,5.26,19.07,19.57,18.56,14.15,73.08,102.77,29.54,11.59,7.27,0
20120618,-70.90542097,42.36427535800416,1.82,14.45,16.44,12.2,10.88,79.53,102,29.27,24.7,10.93,0
19980215,-123.9516575,47.88034677570474,0.62,2.92,4.72,2.06,2.28,96.19,92.74,22.7,8.66,2.71,0
20170819,-66.73515152,40.21183115858169,7.86,24.76,25.36,23.92,22.41,86.9,101.37,35.31,7.97,6.31,0
20160905,-100.2201635,29.449592067746394,4.43,26.13,31.34,21.08,21.07,75.67,96.46,36.07,17.36,8.14,0
20210918,-109.9728825,35.107223268279256,2.28,21.81,28.63,16.4,8.85,45.01,83.28,30.67,17.76,5.84,0
20121101,-115.5497699,25.58184867,5.15,20.35,20.82,20.07,17.61,84.16,101.56,32.77,17.34,7.6,0
20061003,-67.2785031,45.35397840149308,0.25,10.43,16.52,5.77,8.29,87.77,100.17,27.65,10.44,4.6,0
20061002,-97.47368874,26.114547767944657,1.99,27.09,30.6,25.07,22.3,75.81,101.71,36.67,13.93,8.77,0
20210915,-117.9436816,38.50786080287547,0.96,22.89,31.79,15.52,-9.22,11.61,82.17,23.31,23.41,4.19,0
19911104,-125.1107332,29.554089202597094,5.3,17.35,17.58,17.02,15.11,86.55,102.42,27.51,15.61,7.34,0
20220416,-83.53076128,33.56553899351821,0.5,16.98,23.13,10.9,15.23,89.71,99.23,31.6,10.77,8.86,0
19850521,-101.5212674,35.18820515262341,2.22,17.49,22.06,13.22,12.32,73.15,90.74,32.18,24.93,14.87,0
19860814,-73.21928036,26.147955628342956,4.8,28.13,28.39,27.85,23.1,74.11,101.9,-999,23.25,13.28,0
20050912,-116.1529,49.66978702426254,0.12,4.52,8.99,1.86,3.47,93.41,83,27.66,6.5,5.44,0
19931113,-77.14408136,25.82096715557623,6.97,26.76,27.45,26.29,22.66,78.17,102.02,34.51,16.33,4.07,0
19940729,-76.29772623,29.82362143565275,4.25,27.69,28,27.51,22.98,75.68,102.04,36.21,23.91,10.12,0
19930414,-87.24767794,35.772310616774085,0.58,18.02,22.04,14.73,15.29,84.59,98.24,32.59,12.93,10.32,0
20240727,-103.5408083,26.382660014827447,2.25,26.84,34.84,18.37,12.11,44.64,88.15,31.88,27.95,6.86,0
19990717,-104.80443,30.595706596201328,1.64,25.06,30.72,18.93,15.3,57.5,87.51,33.69,23.93,17.5,0
19970120,-105.6414738,38.160115209401205,2.33,-2.56,5.61,-8.03,-6.87,74.6,74.52,21.48,4.89,4.78,0
20010129,-114.6731334,38.67593345683296,3.02,-5.25,2.76,-11.4,-10.83,68.57,79.67,19.35,11.81,5.99,0
20220811,-108.667683,34.98429715727659,2.01,20.22,25.98,15.13,12.53,63.77,79.63,31.95,18.48,8.8,0
20240528,-65.57056854,27.94154225767655,3.24,24.65,24.89,24.35,20.91,79.6,102.08,32.29,28.87,6.24,0
20210628,-71.8189099,33.08634677,5.38,26.33,26.41,26.18,23.82,85.94,102.46,34.3,29.02,5.75,0
19840303,-84.2393971,46.094733151527834,2.33,-8.09,-3.84,-13.95,-11.98,76.45,100.07,17.12,13.31,4.37,0
20210815,-95.44582266,29.53435844824484,1.13,28.14,33.03,23.54,23.75,78.61,101.19,36.48,19.46,7.93,0
20190306,-99.32140383,42.709973373651046,2.78,-6.93,1.01,-15.06,-10.08,80.69,93.99,21,14.5,11.24,0
20190128,-119.3216305,39.82983111309262,1.17,5.61,11.5,1.65,-2.02,59.48,85.48,23.57,8.82,5.51,0
20091220,-94.58422414,48.12421148586289,1.24,-8.57,-5.34,-11.45,-10.3,90.25,96.97,22.09,2.83,2.13,0
19870906,-85.47068727,28.718637826064445,2.06,27.84,28.14,27.65,22.55,72.89,101.21,-999,23.49,7.23,0
20090314,-102.9677571,28.791652094393612,1.86,9.62,18.4,2.08,1.12,59.34,91.09,27.92,17.95,6.42,0
19890216,-66.45568565,26.996567012231203,8.11,22.26,22.42,22.04,19.2,82.7,102.62,30.97,17.79,9.86,0
20221225,-96.60850438,27.585851806001862,3.98,10.51,10.87,10.23,4.06,65.29,102.94,27.5,12.5,5.49,0
20180124,-122.8343292,32.800979395447776,4.66,15.12,15.88,14.05,11.87,80.88,102.07,27.45,13.19,6,0
20130918,-120.8901532,33.332062993001585,8.61,16.16,16.48,15.97,14.99,92.62,101.01,27.28,23.55,3.54,0
20050726,-100.2665993,42.926770281221856,3.2,16.75,21.31,12.95,8.07,58.4,93.73,30.52,17.39,11.05,0
20200915,-117.7799814,32.40361548330496,2.84,22.75,24.68,21.13,18.12,75.87,101.31,29.04,21.25,6.88,0
20060610,-124.8371597,36.22089822853514,6.98,13.99,14.3,13.74,11.73,86.07,101.47,32.14,15.36,12.35,0
19910414,-95.63395323,39.76156829731005,3.31,10.07,16.67,4.34,2.48,63.65,97.35,29.52,11.19,10.97,0
19900721,-105.0400506,47.942244818126724,1.95,18.39,24.5,12.14,4.65,43.45,94.5,32.58,20.93,19.43,0
20240508,-101.0349585,43.959712797440616,1.99,11.03,16.48,4.03,3.85,63.86,92.82,27.8,16.81,10.49,0
19970213,-71.69681219,29.425917882784034,4.9,19.92,20.81,18.25,14.44,70.62,102.57,30.79,16.94,5.26,0
19891028,-81.97557584,31.343000993137963,0.7,16.52,20.55,12.65,13.71,84.08,101.76,31.79,8.82,6,0
20231012,-102.5906038,30.52913802180516,2.61,23.41,33.53,15.37,9.14,44.98,89.42,30.06,21.02,2.21,0
20220124,-91.05378528,25.720296443056036,5.92,21.87,23.41,20.74,16.16,70.04,101.39,33.84,9.15,7.34,0
19971123,-92.71792122,32.36988958888013,0.51,7.87,15.3,1.96,4.45,80.02,101.58,21.6,13.06,4.78,0
20220513,-89.01687407,36.71229100356175,1.91,22.96,28.94,16.77,19.12,80.39,99.83,34.15,17.23,8.51,0
19950819,-92.39085598,28.07931609170877,2.25,28.58,29.17,28.21,24.47,78.49,101.33,36.41,22.48,10.62,0
20230806,-75.45729105,25.109965378515405,4.56,30.46,31.04,29.89,26.24,78.21,101.75,37.24,25.2,8.69,0
20080721,-78.67171038,42.75711947,0.9,22.33,26.31,18.44,18.69,81.36,98.68,33.81,18.21,10.73,0
19870920,-100.8400701,43.16895684349993,2.7,12.57,20.44,5.89,2.82,54.5,92.49,30.57,15.84,12.21,0
19960809,-66.17901654,44.40411237999236,3.85,14.47,15.91,13.13,13.62,94.68,101.33,32.69,18.62,18.77,0
20000419,-124.2946981,37.24101855,2.51,12.76,13.13,12.39,9.83,82.23,102.2,29.52,16.02,14.9,0
20230211,-113.9216036,28.62621689153431,2.44,15.06,23.59,9.03,1.75,48.62,97.69,25.87,17.16,5.23,0
20020810,-92.00277092,45.905366246933596,3.02,20.61,25.08,15.48,15.12,72.57,97.01,32.74,22.77,6.47,0
20100101,-102.578679,49.06538937597816,2.64,-28.7,-23.26,-32.07,-28.72,97.62,96.26,15.97,5.1,2.47,0
19901111,-118.1241205,39.015336305772706,2.97,8.78,20.23,1.32,-13.4,19.67,83.97,23.19,10.77,5,0
19941006,-86.23352251,29.137620734729587,5.17,25.56,26.35,25.12,18.72,65.86,101.58,32.6,18.59,7.02,0
20150808,-93.87970517,39.741970499840015,2.45,26.44,30.75,22.09,23.84,86.17,98.25,35.67,14.39,8.45,0
20240223,-78.18409344,29.09010773326558,8.9,22.36,23.54,21.11,17.35,73.26,101.11,31.79,19.08,4.79,0
20170527,-73.15019268,30.15114785884676,3.36,24.9,25.26,24.24,18.96,69.6,101.75,32.27,28.52,6.25,0
20140515,-110.4720903,25.63483884079277,1.99,26.29,27.85,24.62,19.13,65.59,100.97,31.21,28.25,6.69,0
19841124,-88.46465404,38.985123490076276,1.81,3.42,12.09,-1.71,1.79,88.69,100.13,19.75,10.51,2.83,0
20110620,-77.67008947,27.723128781300154,3.44,27.82,28.08,27.63,24.24,80.82,101.61,35.27,27.3,6.56,0
20040627,-113.3591363,30.377082746337212,4.65,26.85,29.9,23.86,15.29,52.78,100.6,30.8,31.73,3.31,0
20200131,-94.22281438,44.13016998999296,2.17,-2.53,0.71,-5,-3.26,95.94,97.78,24.67,6.18,5.36,0
19881004,-66.36757822,40.38864305995753,5.55,19.66,20.99,17.18,18.77,94.6,101.15,32.3,12.84,12.46,0
20131006,-67.7880033,25.95411185429884,4.46,26.95,27.55,26.41,22.63,77.2,101.49,35.17,21.13,4.41,0
19920909,-71.80388146,34.717811664716244,5.37,26.34,26.61,26.02,22.39,78.88,102.07,34.17,21.79,6.21,0
20230519,-99.05658013,44.822978560356816,3.55,12,18.96,5.34,3,56.37,97.35,24.48,28.53,6.86,0
20200929,-97.33866125,38.55340346538444,2.61,16.22,26.09,6.76,2.21,43.62,96.64,25.52,20.29,3.11,0
19851015,-73.54947975,48.15188110991413,0.06,5.63,7.54,3.58,5.32,97.76,95.12,24.16,2.97,3.11,0
19930513,-125.9021877,27.303656299969226,2.24,16.96,17.97,16.05,10.41,65.45,101.88,32.67,20.51,14.45,0
20190406,-66.61215904,45.98564423,0.25,1.32,6.07,-1.51,0.26,92.66,100.11,25.65,9.8,7.59,0
19840409,-84.37867465,37.38363513226189,2.05,7.97,11.17,5.53,6.78,92.34,97.78,28.24,5.28,4.13,0
20180715,-73.67482118,27.497802175963542,3.16,27.89,28.16,27.76,23.64,77.65,101.9,35.98,24.61,9.09,0
20200222,-123.3455903,46.82388409189751,0.22,5.58,8.74,2.41,4.41,92.43,100.31,25.01,6.67,5.49,0
20020827,-101.6159996,32.30252847644381,4.52,32.12,41.09,23.65,9.2,27.41,91.46,34.23,23.74,7.62,0
20040202,-118.1110781,41.23478432618904,2.41,0.98,7.76,-1.72,-2.88,77.04,84.73,24.08,2.93,2.33,0
20070508,-96.28908256,37.796770269144915,0.82,17.74,22.13,14.92,14.33,81.24,97.52,32.13,14.49,10.96,0
19901023,-117.1564987,31.24712872843452,3.15,20.59,21.44,19.96,17.81,84.62,101.25,28.67,17.69,3.45,0
20010116,-103.9653688,49.30879617,2.47,-13.24,-8.41,-17.22,-14.33,94.27,95.17,19.18,5.01,2.81,0
19941018,-81.47339447,29.544740369084195,1.67,22.51,26.14,19.96,18.36,78.08,101.81,32.9,15.95,9.69,0
19971117,-93.92687234,34.53466627991678,0.44,-0.29,5.13,-4.48,-3.23,81.75,99.45,23.47,12.1,4.97,0
20041228,-87.69800704,48.986771415866755,2.51,-6.61,-5.24,-10.53,-7.45,97.98,97.18,20.99,1.16,0.9,0
20050201,-74.81847886,40.84161001426796,0.64,-5.31,1.39,-10.66,-7.05,89.34,99.8,18.72,11.66,3.19,0
19940314,-109.307407,41.45990603193081,3.95,4.75,15.36,-2.28,-6.71,48.86,79.92,21.25,19.33,4.13,0
19861010,-93.76827397,38.10612335308158,1.16,14.78,20.45,9.92,12.57,87.58,98.9,29.18,8.99,8.19,0
19860208,-105.4652883,32.73299682488971,2.63,-1.85,3.17,-6.32,-6.05,74.07,82.83,24.26,4.71,5.03,0
20210407,-118.5791473,49.33783466247337,0.24,0.06,2.24,-2.06,-1.45,90.04,85.91,23.79,9.11,7.8,0
20190604,-82.44230599,32.23628026870667,1.58,31.06,39.23,24.82,17.46,48.68,100.79,35.44,19.8,11.38,0
20231129,-68.30178443,30.374035483889585,5.87,20.64,21.5,20.24,13.93,65.35,101.94,30.25,10.32,6.96,0
19900106,-122.5502161,26.874911214192977,5.17,16.95,17.22,16.67,12.77,76.3,102.59,31.57,12.41,6.47,0
20180309,-106.1571278,41.97994493860909,5.6,1.22,7.07,-3.67,-7,55.88,77.48,22.07,14.74,10.28,0
20040629,-91.85020173,35.05667555200332,0.82,24.58,29.13,19.47,21.15,82.12,100.78,35.11,16.22,13.09,0
20150121,-82.41402426,25.109334309641856,2.51,22,22.84,21.46,20.64,91.88,101.68,31.73,17.15,2.09,0
20070607,-113.7425604,47.947056112402976,0.46,7.44,11.94,4.3,4.04,80.26,84.76,27.88,16.31,11.42,0
19960709,-106.1702596,26.49795465204896,0.87,19.37,26.39,13.31,11.28,64.37,76.96,29.88,19.44,16.48,0
20150812,-109.1366448,32.29018317341319,3.48,28.55,36.88,22.12,10.27,35.06,87.51,32.86,25.16,5.97,0
20180110,-75.24963665,27.99210442151053,7.82,23.48,23.75,23.07,20.78,84.73,101.93,34.72,6.04,5.28,0
20210204,-120.9652858,49.868528146066666,0.12,-3.54,-1.49,-7.29,-3.94,99.3,87.37,23.25,3.21,2.93,0
20070316,-75.05546241,38.91950683377566,7.77,4.14,6.23,0.09,3.3,94.32,101.14,28.06,2.5,2.03,0
20000228,-83.64934253,29.6788616,3.85,16.63,18.95,14.62,11.93,74.25,102.22,25.46,21.4,2.13,0
20150808,-102.3380543,46.15937706585301,2.87,22.9,30.72,15.48,11.19,51.01,92.1,31.78,19.12,6.73,0
20080213,-79.42105641,29.490267794005053,10.39,22.97,23.77,19.14,19.71,81.92,100.9,33.77,7.68,5.57,0
19990503,-117.1961062,37.06106086039931,3.5,11.38,20,5.2,-3.53,38.85,85.29,23.78,11.07,5.77,0
20091006,-105.3944289,36.44458454925359,1.42,6.55,15.99,-1.28,-10.19,32.73,75.56,21.59,18.86,7.46,0
20220805,-116.2326164,27.669813486880212,5.69,22.18,22.37,21.87,21.22,94.18,101.32,34.76,23.68,12.35,0
20021227,-108.5334687,43.16147360215303,6.87,-1.34,3.33,-6.13,-6.19,69.74,79.95,22.51,4.84,4.24,0
20221223,-85.22105384,46.94193722763164,6.66,-3.14,0.37,-6.17,-4.24,94.17,96.17,21.07,1.84,1.81,0
19880623,-105.677464,35.375081407121584,1.81,23.12,30.45,15.18,7.89,42.58,79.18,30.74,29.97,18.5,0
20110629,-121.60199,37.38509242642425,2.54,14.15,19.59,9.3,10.02,78.17,98.68,27.5,25.46,7.33,0
20190223,-86.35549458,34.868062007398976,2.62,16.73,20.96,10.97,15.99,95.56,97.71,32.23,5.47,4.37,0
20030407,-76.03837206,47.1519893,0.84,-9.75,-3.03,-18.76,-12.49,82,99.47,17.91,22.75,7.5,0
19940509,-86.8574234,35.87896960090265,0.77,16.87,22.78,9.24,11.05,69.98,99.12,28.85,25.61,9.47,0
19911116,-103.7199307,40.470674493616684,2.07,-2.6,0.16,-5.32,-3.81,93.23,86.09,22.66,5.06,5.52,0
20140530,-67.82946779,26.852380940262965,2.15,26.39,26.81,26.04,20.34,69.31,101.86,33.24,28.49,4.69,0
20101216,-113.9000537,44.98419144220992,1.08,-17.43,-9.76,-22.73,-17.59,96.83,79.11,15.37,8.1,1.16,0
20000504,-78.35663644,35.02441703334964,1.81,17.38,24.56,10.02,13.99,80.41,102.14,26.01,28.56,6.21,0
19930102,-91.41296676,38.73408356778785,0.69,-1.5,2.61,-6.91,-3.12,89.64,99.76,23.03,2.99,2.55,0
20231225,-65.4947757,43.15645586597114,2.55,5.67,6.19,5.28,4.07,89.3,103.21,23.88,6.46,3.07,0
19841215,-76.21874286,27.504445775297683,6.5,22.56,22.65,22.47,17.18,71.49,102.27,-999,7.72,6.18,0
20220407,-111.9930726,28.573117419065447,5.71,23.36,29.55,18.39,10,47.72,100.92,27.85,28.23,3.06,0
19910923,-110.7818814,46.409069926632526,1.06,5.81,11.96,0.35,-3.07,54.36,82.86,25.84,14.68,6.92,0
19840718,-98.91636301,33.46669325882135,2.35,29.68,36.12,23.36,13.16,39.41,97.49,36.23,19.61,13.11,0
20190824,-107.1504087,35.59631396107976,2.7,23.88,33.19,14.25,0.22,22.51,81.08,26.9,27.67,3,0
